v0,Cycle,Smoother,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,V,F,Jacobi,ColorGS,Line,ZebraLine,Cost,Cache
True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,100,1129
True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,100,6394
True,True,True,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,100,3481
True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,100,6627
True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,100,943
True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,100,4935
True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,100,5973
True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,100,6039
True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,100,6006
True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,100,2966
True,True,True,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,100,7974
True,True,True,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,100,4035
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,100,6285
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,100,1755
True,True,True,False,False,False,True,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,100,5630
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,100,4683
True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,100,1339
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,100,4804
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,100,3997
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,100,5862
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,100,4496
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,7078
True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,100,6813
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,100,923
True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,100,725
True,True,True,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,6456
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,819
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,100,2289
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,100,3612
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,4177
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,100,6293
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,6682
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,100,3092
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,100,2370
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,100,5836
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,100,4092
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,100,1393
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,100,2476
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,100,6692
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,100,2806
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,100,748
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,100,5952
True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,100,719
True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,100,7057
True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,100,5774
True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,100,4660
True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,100,3335
True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,100,494
True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,3867
True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,5392
True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,3737
True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,6668
True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,1366
True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,201
True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,6015
True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,4903
True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,100,3843
True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,3382
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,7010
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,4123
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,7450
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,4128
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,305
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,7920
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,100,4835
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,100,1872
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,100,1531
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,100,3021
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,100,3943
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,100,4358
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,100,1809
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,100,7615
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,100,4168
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,100,2875
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,100,4433
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,100,7195
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,100,722
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,100,3958
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,100,221
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,100,1817
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,100,5240
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,100,6501
True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,100,4784
True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,100,6312
True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,100,2323
True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,100,5564
True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,122
True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,100,2353
True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,2795
True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,566
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,1993
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,5457
True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,5414
True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,917
True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,7632
True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,470
True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,100,1808
True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,100,4083
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,517
True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,2455
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,1654
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,7019
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,7527
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,2099
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,100,7307
True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,100,4344
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,100,4046
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,100,2964
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,100,4956
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,100,5237
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,100,3973
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,100,7766
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,100,2986
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,100,4800
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,100,2999
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,100,1415
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,100,89
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,100,246
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,100,1872
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,100,4039
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,100,149
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,100,368
True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,100,829
True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,100,6683
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,100,860
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,100,3426
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,100,2822
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,100,7329
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,1066
True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,6379
True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,4630
True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,3319
True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,2382
True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,5509
True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,4740
True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,3217
True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,100,4693
True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,100,665
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,4609
True,True,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,6970
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,2192
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,6986
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,4761
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,150
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,100,6919
True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,100,5426
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,100,7087
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,100,4491
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,100,4328
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,100,3765
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,100,2184
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,100,6924
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,100,3211
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,100,2751
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,100,4220
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,100,5342
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,100,6256
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,100,729
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,100,4914
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,100,3085
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,100,6664
True,True,True,False,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,2286
True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,100,2500
True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,390
True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,100,1144
True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,7929
True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,100,2290
True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,100,422
True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,6492
True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,3346
True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,580
True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,5115
True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,7824
True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,2992
True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,5570
True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,4003
True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,100,2516
True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,100,305
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,2174
True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,7506
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,100,2226
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,100,5987
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,100,2358
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,100,6735
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,100,6611
True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,100,5900
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,100,1332
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,100,7668
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,100,502
True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,100,2861
True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,100,3553
True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,100,909
True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,100,1389
True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,100,7606
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,100,6090
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,100,285
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,100,4205
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,100,2480
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,100,7342
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,100,3632
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,100,6699
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,True,False,False,True,True,100,5925
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,True,100,3904
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,100,3146
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,100,3110
True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,100,3646
True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,100,1892
